f00_lang_qn,wave,f01_transit,f01_shop,f01_time_ff,f01_time_al,f01_eat_pic,f01_eat_caf,f01_sport,f01_pet,f01_sight,f01_cultural,f01_political,f01_parking,f01_other,f02_time_level,f02_time,f03_rel_level,f03_rel,f04_walk,f04_bike,f04_scooter,f04_bus,f04_tram,f04_train,f04_car,f04_taxi,f04_other,f05_last_trans_level,f05_last_trans,f06_freq_level,f06_freq,f09_stranger_level,f09_stranger,f10_year,f12_adult,f12_kids,f13_occ1_level,f13_occ1,f14_mainlang1_level,f14_mainlang1,f15_country_grp_level,f15_country_grp,f16_edu_level,f16_edu,f17_rev_level,f17_rev,f18_gender_level,f18_gender,f19_alone,f19_partner,f19_kids,f19_friend,f19_other,f20_square,datetime,wday,timeslot,f23_interviewer,age,hh_size,group_size
en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,1,0,0,0,1,walk,1,(almost) everyday,1,nobody,1997,1,NA,1,full-time,10,other,2,N/W/Central Europe,6,university,3,6-9'000,2,male,1,NA,NA,1,NA,Lindenplatz,2021-07-03T15:55:00Z,7,14-16,I_5,24,1,2
de,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,60min+,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,2,"yes, familiar",1971,3,1,5,housewife,1,Swiss-German,1,Switzerland,3,apprenticeship,2,3-6'000,1,female,1,1,NA,NA,NA,Lindenplatz,2021-07-03T14:55:00Z,7,14-16,I_4,50,4,2
de,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,30-59min,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,3,"yes, known",1959,1,NA,4,unemployed,1,Swiss-German,1,Switzerland,3,apprenticeship,1,<3'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-07-03T14:39:00Z,7,14-16,I_3,62,1,1
de,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,2,"yes, familiar",1976,1,NA,2,part-time,1,Swiss-German,1,Switzerland,6,university,3,6-9'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T16:33:00Z,3,16-18,I_4,45,1,1
de,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,20-29min,2,resident,1,0,0,1,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1936,2,NA,6,retired,1,Swiss-German,1,Switzerland,5,higher ed,3,6-9'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-07-03T14:30:00Z,7,14-16,I_6,85,2,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T12:30:00Z,5,12-14,I_6,NA,NA,1
de,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1975,1,2,2,part-time,1,Swiss-German,1,Switzerland,4,high school,2,3-6'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T13:03:00Z,3,12-14,I_4,46,3,1
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1938,1,NA,6,retired,1,Swiss-German,1,Switzerland,3,apprenticeship,1,<3'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T16:10:00Z,3,16-18,I_3,83,1,1
de,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,less 10min,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,NA,2,NA,1,full-time,1,Swiss-German,1,Switzerland,3,apprenticeship,2,3-6'000,2,male,1,NA,NA,2,NA,Lindenplatz,2021-06-24T12:26:00Z,5,12-14,I_4,NA,2,3
de,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,10-19min,2,resident,1,0,0,0,0,0,1,0,0,1,walk,1,(almost) everyday,1,nobody,1975,1,NA,4,unemployed,1,Swiss-German,1,Switzerland,3,apprenticeship,1,<3'000,2,male,1,1,NA,NA,NA,Lindenplatz,2021-07-03T15:16:00Z,7,14-16,I_4,46,1,2
de,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,less 10min,2,resident,0,1,0,0,0,0,0,0,0,2,bike,2,several times a week,2,"yes, familiar",1989,2,1,2,part-time,1,Swiss-German,4,Eastern Europe,6,university,2,3-6'000,1,female,1,NA,1,NA,NA,Lindenplatz,2021-09-07T12:15:00Z,3,12-14,I_3,32,3,2
de,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,less 10min,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1983,2,2,2,part-time,1,Swiss-German,1,Switzerland,6,university,4,9-12'000,1,female,1,NA,1,NA,NA,Lindenplatz,2021-09-07T09:10:00Z,3,8-10,I_6,38,4,2
de,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,10-19min,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1981,2,NA,4,unemployed,4,Italian,3,Southern Europe,6,university,3,6-9'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T17:05:00Z,5,16-18,I_2,40,2,1
de,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,less 10min,2,resident,0,0,0,0,0,0,0,0,1,9,other,4,several times a year,1,nobody,1971,2,1,1,full-time,1,Swiss-German,1,Switzerland,5,higher ed,5,12-15'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T12:35:00Z,5,12-14,I_6,50,3,1
en,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,20-29min,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,3,"yes, known",1987,1,NA,1,full-time,10,other,4,Eastern Europe,6,university,2,3-6'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-09-11T15:55:00Z,7,14-16,I_7,34,1,1
de,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,20-29min,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,2,"yes, familiar",1989,2,2,3,edu,10,other,5,Other,NA,NA,1,<3'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T08:55:00Z,5,8-10,I_6,32,4,1
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,1,direct neighbour,0,0,0,0,1,1,0,0,0,5,tram,1,(almost) everyday,1,nobody,1952,2,NA,2,part-time,1,Swiss-German,1,Switzerland,6,university,4,9-12'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T17:30:00Z,3,16-18,I_8,69,2,1
de,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,1,0,0,0,0,1,walk,2,several times a week,1,nobody,1951,3,NA,6,retired,1,Swiss-German,1,Switzerland,2,compulsory,3,6-9'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T09:05:00Z,5,8-10,I_6,70,3,1
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1958,2,3,5,housewife,4,Italian,3,Southern Europe,6,university,NA,NA,1,female,1,1,NA,NA,NA,Lindenplatz,2021-09-11T15:45:00Z,7,14-16,I_6,63,5,2
de,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5,30-59min,2,resident,1,0,0,1,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1932,1,NA,6,retired,1,Swiss-German,1,Switzerland,3,apprenticeship,NA,NA,1,female,1,NA,NA,1,NA,Lindenplatz,2021-06-24T16:45:00Z,5,16-18,I_6,89,1,2
de,1,1,0,1,0,1,0,0,1,0,0,0,0,0,5,30-59min,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,2,"yes, familiar",1972,1,NA,2,part-time,1,Swiss-German,2,N/W/Central Europe,2,compulsory,1,<3'000,2,male,1,NA,NA,1,NA,Lindenplatz,2021-06-24T13:58:00Z,5,12-14,I_4,49,1,2
de,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,0,0,0,0,0,0,1,0,0,7,car,3,several times a month,2,"yes, familiar",1979,1,NA,1,full-time,10,other,5,Other,6,university,1,<3'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T16:18:00Z,5,16-18,I_4,42,1,1
de,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,less 10min,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,2,"yes, familiar",1981,2,2,2,part-time,1,Swiss-German,3,Southern Europe,5,higher ed,4,9-12'000,1,female,1,NA,1,NA,NA,Lindenplatz,2021-06-24T16:20:00Z,5,16-18,I_2,40,4,2
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,2,"yes, familiar",1992,2,NA,1,full-time,1,Swiss-German,3,Southern Europe,6,university,4,9-12'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T08:20:00Z,3,8-10,I_8,29,2,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,0,0,0,1,0,0,0,0,0,4,bus,2,several times a week,1,nobody,1948,2,NA,6,retired,1,Swiss-German,1,Switzerland,3,apprenticeship,2,3-6'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-07-03T14:20:00Z,7,14-16,I_5,73,2,1
de,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1969,1,NA,1,full-time,2,Standard German,2,N/W/Central Europe,6,university,NA,NA,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T08:50:00Z,5,8-10,I_6,52,1,1
de,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,10-19min,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1989,1,NA,1,full-time,1,Swiss-German,1,Switzerland,5,higher ed,2,3-6'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T12:35:00Z,5,12-14,I_6,32,1,1
de,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,2,"yes, familiar",1981,2,1,2,part-time,2,Standard German,4,Eastern Europe,6,university,3,6-9'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T17:20:00Z,5,16-18,I_6,40,3,1
de,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,less 10min,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1979,2,NA,1,full-time,2,Standard German,2,N/W/Central Europe,4,high school,4,9-12'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-09-11T14:10:00Z,7,14-16,I_8,42,2,1
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,3,several times a month,1,nobody,1993,4,NA,2,part-time,1,Swiss-German,1,Switzerland,6,university,5,12-15'000,1,female,1,NA,1,NA,NA,Lindenplatz,2021-09-11T14:10:00Z,7,14-16,I_8,28,4,2
de,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6,60min+,3,employed nearby,0,0,0,0,0,0,0,0,1,9,other,NA,NA,2,"yes, familiar",1948,2,NA,2,part-time,1,Swiss-German,1,Switzerland,5,higher ed,NA,NA,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-07-03T14:29:00Z,7,14-16,I_4,73,2,1
de,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,10-19min,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1937,2,NA,6,retired,1,Swiss-German,2,N/W/Central Europe,3,apprenticeship,2,3-6'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T16:48:00Z,5,16-18,I_4,84,2,1
de,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,60min+,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1994,2,1,5,housewife,10,other,5,Other,1,none,7,doesn't know,1,female,1,NA,1,NA,NA,Lindenplatz,2021-06-24T12:45:00Z,5,12-14,I_5,27,3,2
de,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1944,2,NA,6,retired,1,Swiss-German,1,Switzerland,6,university,4,9-12'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T13:40:00Z,3,12-14,I_3,77,2,1
de,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3,10-19min,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1988,2,2,1,full-time,1,Swiss-German,1,Switzerland,6,university,5,12-15'000,2,male,1,NA,1,NA,NA,Lindenplatz,2021-09-11T14:55:00Z,7,14-16,I_8,33,4,2
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,2,"yes, familiar",1990,2,1,1,full-time,1,Swiss-German,1,Switzerland,6,university,4,9-12'000,1,female,1,1,1,NA,NA,Lindenplatz,2021-06-24T12:45:00Z,5,12-14,I_5,31,3,3
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,1,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1946,2,NA,6,retired,1,Swiss-German,1,Switzerland,3,apprenticeship,2,3-6'000,2,male,1,1,NA,NA,NA,Lindenplatz,2021-09-07T17:19:00Z,3,16-18,I_4,75,2,2
de,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,10-19min,2,resident,0,0,0,0,0,0,1,0,0,7,car,2,several times a week,2,"yes, familiar",1989,2,NA,1,full-time,1,Swiss-German,1,Switzerland,3,apprenticeship,2,3-6'000,2,male,1,NA,NA,NA,1,Lindenplatz,2021-07-03T14:35:00Z,7,14-16,I_1,32,2,2
de,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1985,2,2,2,part-time,1,Swiss-German,1,Switzerland,6,university,4,9-12'000,1,female,1,NA,1,NA,NA,Lindenplatz,2021-09-07T08:34:00Z,3,8-10,I_4,36,4,2
de,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,2,"yes, familiar",1933,2,NA,6,retired,1,Swiss-German,1,Switzerland,3,apprenticeship,2,3-6'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T17:38:00Z,3,16-18,I_4,88,2,1
de,1,0,0,1,0,1,0,0,0,0,0,0,0,0,5,30-59min,2,resident,1,0,0,0,0,0,0,0,0,1,walk,3,several times a month,1,nobody,NA,1,NA,6,retired,1,Swiss-German,NA,NA,5,higher ed,NA,NA,2,male,1,NA,NA,1,NA,Lindenplatz,2021-07-03T14:05:00Z,7,14-16,I_1,NA,1,2
de,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,60min+,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,2,"yes, familiar",1980,2,NA,1,full-time,1,Swiss-German,4,Eastern Europe,4,high school,3,6-9'000,1,female,1,1,NA,NA,NA,Lindenplatz,2021-06-24T16:35:00Z,5,16-18,I_2,41,2,2
de,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,10-19min,2,resident,0,1,0,0,0,0,0,0,0,2,bike,2,several times a week,1,nobody,1965,2,NA,2,part-time,1,Swiss-German,5,Other,3,apprenticeship,NA,NA,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T13:27:00Z,3,12-14,I_4,56,2,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1950,1,NA,6,retired,1,Swiss-German,1,Switzerland,4,high school,2,3-6'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T12:20:00Z,5,12-14,I_5,71,1,1
de,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,less 10min,2,resident,0,0,0,0,0,0,1,0,0,7,car,2,several times a week,1,nobody,1954,1,NA,6,retired,1,Swiss-German,1,Switzerland,3,apprenticeship,3,6-9'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T09:45:00Z,5,8-10,I_6,67,1,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,2,"yes, familiar",1954,2,NA,2,part-time,3,English,1,Switzerland,6,university,3,6-9'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T12:40:00Z,5,12-14,I_6,67,2,1
de,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,less 10min,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1991,2,NA,1,full-time,2,Standard German,5,Other,6,university,5,12-15'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T08:55:00Z,3,8-10,I_8,30,2,1
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,1,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1967,2,NA,4,unemployed,1,Swiss-German,2,N/W/Central Europe,6,university,3,6-9'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T09:49:00Z,3,8-10,I_4,54,2,1
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1987,2,2,5,housewife,1,Swiss-German,1,Switzerland,3,apprenticeship,3,6-9'000,1,female,1,NA,2,NA,NA,Lindenplatz,2021-09-11T15:40:00Z,7,14-16,I_8,34,4,3
de,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1983,2,2,4,unemployed,3,English,5,Other,6,university,4,9-12'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T09:15:00Z,5,8-10,I_6,38,4,1
de,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,10-19min,NA,NA,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,NA,NA,1949,NA,NA,6,retired,10,other,3,Southern Europe,3,apprenticeship,NA,NA,2,male,1,NA,NA,1,NA,Lindenplatz,2021-09-07T10:00:00Z,3,8-10,I_4,72,NA,2
de,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,less 10min,2,resident,0,1,0,0,0,0,0,0,0,2,bike,2,several times a week,2,"yes, familiar",1947,2,NA,6,retired,1,Swiss-German,1,Switzerland,6,university,3,6-9'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T12:55:00Z,3,12-14,I_4,74,2,1
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1950,2,NA,6,retired,1,Swiss-German,1,Switzerland,3,apprenticeship,4,9-12'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T16:41:00Z,3,16-18,I_4,71,2,1
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1980,2,2,2,part-time,1,Swiss-German,1,Switzerland,2,compulsory,5,12-15'000,1,female,1,NA,2,NA,NA,Lindenplatz,2021-09-11T15:25:00Z,7,14-16,I_8,41,4,3
de,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,3,several times a month,3,"yes, known",1959,1,NA,1,full-time,1,Swiss-German,1,Switzerland,5,higher ed,3,6-9'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-07-03T15:15:00Z,7,14-16,I_6,62,1,1
de,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,10-19min,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,2,"yes, familiar",1953,1,NA,7,other,1,Swiss-German,1,Switzerland,3,apprenticeship,2,3-6'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T13:02:00Z,5,12-14,I_4,68,1,1
de,2,0,1,0,1,0,0,0,0,0,0,0,0,0,6,60min+,2,resident,0,0,0,0,1,0,0,0,0,5,tram,2,several times a week,1,nobody,1957,1,NA,6,retired,8,Serbo-Croat,3,Southern Europe,2,compulsory,2,3-6'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T17:05:00Z,3,16-18,I_6,64,1,1
de,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,less 10min,2,resident,0,1,0,0,0,0,0,0,0,2,bike,1,(almost) everyday,2,"yes, familiar",1959,2,2,4,unemployed,1,Swiss-German,1,Switzerland,6,university,3,6-9'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T17:20:00Z,3,16-18,I_6,62,4,1
de,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,60min+,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1971,4,NA,4,unemployed,1,Swiss-German,5,Other,6,university,NA,NA,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T09:53:00Z,3,8-10,I_4,50,4,1
de,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,30-59min,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,2,"yes, familiar",1964,3,3,1,full-time,1,Swiss-German,1,Switzerland,6,university,NA,NA,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-09-11T15:50:00Z,7,14-16,I_7,57,6,1
en,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1995,1,NA,3,edu,10,other,5,Other,6,university,1,<3'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T16:50:00Z,5,16-18,I_6,26,1,1
de,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,1,nobody,1993,1,NA,2,part-time,1,Swiss-German,1,Switzerland,6,university,2,3-6'000,2,male,1,1,NA,NA,NA,Lindenplatz,2021-07-03T14:25:00Z,7,14-16,I_6,28,1,2
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,1,0,0,0,0,0,1,walk,2,several times a week,1,nobody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T13:20:00Z,3,12-14,I_3,NA,NA,1
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,3,"yes, known",1953,1,NA,6,retired,1,Swiss-German,3,Southern Europe,3,apprenticeship,NA,NA,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T09:10:00Z,3,8-10,I_4,68,1,1
de,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,less 10min,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1965,1,NA,1,full-time,1,Swiss-German,1,Switzerland,3,apprenticeship,2,3-6'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T08:30:00Z,5,8-10,I_5,56,1,1
fr,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,less 10min,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1973,3,1,1,full-time,5,French,2,N/W/Central Europe,6,university,6,>15'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T17:10:00Z,5,16-18,I_6,48,4,1
en,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,60min+,2,resident,1,0,0,0,0,0,0,0,0,1,walk,4,several times a year,1,nobody,1992,2,NA,1,full-time,5,French,2,N/W/Central Europe,6,university,6,>15'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-09-11T15:20:00Z,7,14-16,I_6,29,2,1
de,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,30-59min,2,resident,0,1,0,0,0,0,0,0,0,2,bike,1,(almost) everyday,1,nobody,1965,1,NA,2,part-time,2,Standard German,2,N/W/Central Europe,5,higher ed,NA,NA,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-06-24T13:15:00Z,5,12-14,I_6,56,1,1
de,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,0,1,0,0,0,0,0,0,0,2,bike,2,several times a week,1,nobody,1987,2,1,5,housewife,10,other,4,Eastern Europe,6,university,7,doesn't know,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T08:57:00Z,3,8-10,I_4,34,3,1
de,2,0,0,1,0,1,0,0,0,0,0,0,0,0,6,60min+,2,resident,0,0,0,0,1,0,0,0,0,5,tram,2,several times a week,2,"yes, familiar",1958,2,NA,1,full-time,1,Swiss-German,1,Switzerland,3,apprenticeship,NA,NA,2,male,1,NA,NA,2,NA,Lindenplatz,2021-09-07T14:00:00Z,3,12-14,I_6,63,2,3
de,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,2,several times a week,1,nobody,1980,2,2,1,full-time,1,Swiss-German,1,Switzerland,6,university,4,9-12'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T08:42:00Z,3,8-10,I_4,41,4,1
de,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,1,0,0,0,0,1,walk,2,several times a week,2,"yes, familiar",1973,2,NA,1,full-time,2,Standard German,2,N/W/Central Europe,6,university,6,>15'000,1,female,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T17:50:00Z,3,16-18,I_3,48,2,1
de,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,none/transit,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,2,"yes, familiar",1970,1,NA,1,full-time,2,Standard German,2,N/W/Central Europe,4,high school,3,6-9'000,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-07-03T14:07:00Z,7,14-16,I_4,51,1,1
de,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,10-19min,1,direct neighbour,1,0,0,0,0,0,0,0,0,1,walk,3,several times a month,1,nobody,1992,1,NA,1,full-time,10,other,5,Other,3,apprenticeship,NA,NA,2,male,2,NA,NA,NA,NA,Lindenplatz,2021-09-07T16:20:00Z,3,16-18,I_4,29,1,1
de,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,60min+,2,resident,1,0,0,0,0,0,0,0,0,1,walk,1,(almost) everyday,2,"yes, familiar",1960,2,NA,2,part-time,1,Swiss-German,1,Switzerland,3,apprenticeship,1,<3'000,1,female,1,NA,NA,2,NA,Lindenplatz,2021-06-24T16:05:00Z,5,16-18,I_2,61,2,3
